,,,,,,,,,,,,,,,,,,,,,,,,,
Market Snapshot,,,,,,,,,,,,,,,,,,,,,,,,,
Date: 19-04-2025 to 19-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,,,,,,,,,,,,,,,,,,
04-05-2025,17,16:00 - 16:15,6198.90,22723.80,4823.90,4823.90,2371.14,,,,,,,,,,,,,,,,,,
04-05-2025,17,16:15 - 16:30,6702.50,20944.30,4628.40,4628.40,2500.89,,,,,,,,,,,,,,,,,,
04-05-2025,17,16:30 - 16:45,7074.20,19823.00,4635.17,4635.17,2810.86,,,,,,,,,,,,,,,,,,
04-05-2025,17,16:45 - 17:00,7368.00,18637.90,4874.80,4874.80,2902.82,,,,,,,,,,,,,,,,,,
04-05-2025,18,17:00 - 17:15,7147.00,17362.50,4638.00,4638.00,2927.29,,,,,,,,,,,,,,,,,,
04-05-2025,18,17:15 - 17:30,7476.10,16502.70,4170.27,4170.27,3021.00,,,,,,,,,,,,,,,,,,
04-05-2025,18,17:30 - 17:45,7594.60,14457.10,3869.85,3869.85,3080.41,,,,,,,,,,,,,,,,,,
04-05-2025,18,17:45 - 18:00,7664.60,13106.50,3540.17,3540.17,3100.36,,,,,,,,,,,,,,,,,,
04-05-2025,19,18:00 - 18:15,7295.40,12421.70,3665.60,3665.60,3422.07,,,,,,,,,,,,,,,,,,
04-05-2025,19,18:15 - 18:30,7149.00,11987.10,3569.40,3569.40,3422.06,,,,,,,,,,,,,,,,,,
04-05-2025,19,18:30 - 18:45,8565.80,10855.00,4145.70,4145.70,3451.60,,,,,,,,,,,,,,,,,,
04-05-2025,19,18:45 - 19:00,8409.70,10019.00,4336.80,4336.80,3100.98,,,,,,,,,,,,,,,,,,
04-05-2025,20,19:00 - 19:15,8979.70,8437.40,3964.10,3964.10,4289.65,,,,,,,,,,,,,,,,,,
04-05-2025,20,19:15 - 19:30,9141.90,7101.40,3550.30,3550.30,4582.14,,,,,,,,,,,,,,,,,,
04-05-2025,20,19:30 - 19:45,8911.80,6324.40,3622.40,3622.40,4619.13,,,,,,,,,,,,,,,,,,
04-05-2025,20,19:45 - 20:00,8897.00,6490.30,3650.10,3650.10,4619.40,,,,,,,,,,,,,,,,,,
04-05-2025,21,20:00 - 20:15,8564.70,6469.30,3559.10,3559.10,4619.15,,,,,,,,,,,,,,,,,,
04-05-2025,21,20:15 - 20:30,8550.30,6540.50,3576.50,3576.50,4619.11,,,,,,,,,,,,,,,,,,
04-05-2025,21,20:30 - 20:45,8574.90,6315.80,3202.00,3202.00,4619.17,,,,,,,,,,,,,,,,,,
04-05-2025,21,20:45 - 21:00,8605.10,6225.20,3248.50,3248.50,4582.55,,,,,,,,,,,,,,,,,,
04-05-2025,22,21:00 - 21:15,8932.60,5958.10,3045.60,3045.60,5450.53,,,,,,,,,,,,,,,,,,
04-05-2025,22,21:15 - 21:30,8858.20,6360.80,3158.10,3158.10,5089.79,,,,,,,,,,,,,,,,,,
04-05-2025,22,21:30 - 21:45,8688.20,6059.60,3027.20,3027.20,5200.22,,,,,,,,,,,,,,,,,,
04-05-2025,22,21:45 - 22:00,8830.70,5943.80,3075.00,3075.00,5390.44,,,,,,,,,,,,,,,,,,
04-05-2025,23,22:00 - 22:15,9050.50,5508.20,3216.60,3216.60,6000.19,,,,,,,,,,,,,,,,,,
04-05-2025,23,22:15 - 22:30,9608.40,5042.10,3239.80,3239.80,6000.02,,,,,,,,,,,,,,,,,,
04-05-2025,23,22:30 - 22:45,10380.80,5107.00,3437.80,3437.80,6000.96,,,,,,,,,,,,,,,,,,
04-05-2025,23,22:45 - 23:00,10324.40,4872.50,3333.70,3333.70,6300.82,,,,,,,,,,,,,,,,,,
04-05-2025,24,23:00 - 23:15,9723.90,4851.20,3382.30,3382.30,5500.39,,,,,,,,,,,,,,,,,,
04-05-2025,24,23:15 - 23:30,9161.90,4891.80,3058.30,3058.30,5089.95,,,,,,,,,,,,,,,,,,
04-05-2025,24,23:30 - 23:45,8827.20,5355.20,2843.00,2843.00,4582.62,,,,,,,,,,,,,,,,,,
04-05-2025,24,23:45 - 24:00,8236.20,5808.60,2481.50,2481.50,4409.75,,,,,,,,,,,,,,,,,,
05-05-2025,1,00:00 - 00:15,8448.30,5793.90,3106.60,3106.60,4070.60,,,,,,,,,,,,,,,,,,
05-05-2025,1,00:15 - 00:30,7957.80,5842.00,2974.79,2974.79,4000.37,,,,,,,,,,,,,,,,,,
05-05-2025,1,00:30 - 00:45,7716.30,6199.10,2941.40,2941.40,3969.97,,,,,,,,,,,,,,,,,,
05-05-2025,1,00:45 - 01:00,7454.20,6690.80,2537.40,2537.40,4000.29,,,,,,,,,,,,,,,,,,
05-05-2025,2,01:00 - 01:15,7275.80,6775.60,2605.70,2605.70,3936.58,,,,,,,,,,,,,,,,,,
05-05-2025,2,01:15 - 01:30,7147.90,6871.50,2617.70,2617.70,3610.71,,,,,,,,,,,,,,,,,,
05-05-2025,2,01:30 - 01:45,6975.60,6970.60,2530.70,2530.70,3551.69,,,,,,,,,,,,,,,,,,
05-05-2025,2,01:45 - 02:00,6963.80,6829.30,2555.00,2555.00,3560.96,,,,,,,,,,,,,,,,,,
05-05-2025,3,02:00 - 02:15,7326.00,8115.00,2921.20,2921.20,3554.10,,,,,,,,,,,,,,,,,,
05-05-2025,3,02:15 - 02:30,7260.00,8346.30,2884.60,2884.60,3554.62,,,,,,,,,,,,,,,,,,
05-05-2025,3,02:30 - 02:45,7321.70,8181.50,2957.30,2957.30,3567.04,,,,,,,,,,,,,,,,,,
05-05-2025,3,02:45 - 03:00,7313.90,8311.40,2981.60,2981.60,3551.25,,,,,,,,,,,,,,,,,,
05-05-2025,4,03:00 - 03:15,7254.90,8385.90,3025.80,3025.80,3409.97,,,,,,,,,,,,,,,,,,
05-05-2025,4,03:15 - 03:30,7212.70,8690.10,2984.00,2984.00,3409.15,,,,,,,,,,,,,,,,,,
05-05-2025,4,03:30 - 03:45,7191.30,9005.90,2967.50,2967.50,3341.92,,,,,,,,,,,,,,,,,,
05-05-2025,4,03:45 - 04:00,7122.20,9193.40,2921.60,2921.60,3341.52,,,,,,,,,,,,,,,,,,
05-05-2025,5,04:00 - 04:15,7131.80,9061.20,2936.10,2936.10,3324.72,,,,,,,,,,,,,,,,,,
05-05-2025,5,04:15 - 04:30,7103.10,8902.60,2909.90,2909.90,3324.40,,,,,,,,,,,,,,,,,,
05-05-2025,5,04:30 - 04:45,7106.40,8669.30,2911.70,2911.70,3324.20,,,,,,,,,,,,,,,,,,
05-05-2025,5,04:45 - 05:00,7189.40,9038.10,2967.10,2967.10,3324.24,,,,,,,,,,,,,,,,,,
05-05-2025,6,05:00 - 05:15,7476.80,9501.50,3420.60,3420.60,3080.82,,,,,,,,,,,,,,,,,,
05-05-2025,6,05:15 - 05:30,8021.00,9113.70,3763.90,3763.90,3271.72,,,,,,,,,,,,,,,,,,
05-05-2025,6,05:30 - 05:45,8098.30,9318.50,3744.10,3744.10,3400.19,,,,,,,,,,,,,,,,,,
05-05-2025,6,05:45 - 06:00,8176.60,9804.70,3787.10,3787.10,3437.53,,,,,,,,,,,,,,,,,,
05-05-2025,7,06:00 - 06:15,8476.40,9346.60,4362.30,4362.30,3930.07,,,,,,,,,,,,,,,,,,
05-05-2025,7,06:15 - 06:30,8808.20,10687.90,4642.80,4642.80,3650.00,,,,,,,,,,,,,,,,,,
05-05-2025,7,06:30 - 06:45,8544.30,11857.50,4476.97,4476.97,3510.27,,,,,,,,,,,,,,,,,,
05-05-2025,7,06:45 - 07:00,7681.70,13110.60,4090.70,4090.70,3422.02,,,,,,,,,,,,,,,,,,
05-05-2025,8,07:00 - 07:15,7372.50,14535.10,4019.40,4019.40,3188.96,,,,,,,,,,,,,,,,,,
05-05-2025,8,07:15 - 07:30,6765.20,15589.20,4153.80,4153.80,2948.24,,,,,,,,,,,,,,,,,,
05-05-2025,8,07:30 - 07:45,5949.30,17380.70,4028.80,4028.80,2750.64,,,,,,,,,,,,,,,,,,
05-05-2025,8,07:45 - 08:00,5463.20,19027.10,4212.80,4212.80,2396.23,,,,,,,,,,,,,,,,,,
05-05-2025,9,08:00 - 08:15,5262.10,21299.80,4136.10,4136.10,1999.44,,,,,,,,,,,,,,,,,,
05-05-2025,9,08:15 - 08:30,5441.50,22522.50,4316.40,4316.40,1999.61,,,,,,,,,,,,,,,,,,
05-05-2025,9,08:30 - 08:45,5512.60,24666.90,4388.30,4388.30,1804.52,,,,,,,,,,,,,,,,,,
05-05-2025,9,08:45 - 09:00,5571.40,25902.10,4447.80,4447.80,1794.02,,,,,,,,,,,,,,,,,,
05-05-2025,10,09:00 - 09:15,5569.40,25230.20,4394.30,4394.30,1757.08,,,,,,,,,,,,,,,,,,
05-05-2025,10,09:15 - 09:30,5642.90,24983.70,4416.00,4416.00,1766.33,,,,,,,,,,,,,,,,,,
05-05-2025,10,09:30 - 09:45,5348.10,25474.70,4169.60,4169.60,1699.51,,,,,,,,,,,,,,,,,,
05-05-2025,10,09:45 - 10:00,5356.20,26021.50,4126.20,4126.20,1699.66,,,,,,,,,,,,,,,,,,
05-05-2025,11,10:00 - 10:15,5346.90,27971.40,3996.20,3996.20,1699.22,,,,,,,,,,,,,,,,,,
05-05-2025,11,10:15 - 10:30,5509.10,29457.40,4158.80,4158.80,1719.73,,,,,,,,,,,,,,,,,,
05-05-2025,11,10:30 - 10:45,5498.70,30548.50,4148.30,4148.30,1699.66,,,,,,,,,,,,,,,,,,
05-05-2025,11,10:45 - 11:00,5512.00,31044.60,4161.40,4161.40,1699.63,,,,,,,,,,,,,,,,,,
05-05-2025,12,11:00 - 11:15,5575.20,32449.10,4224.60,4224.60,1674.42,,,,,,,,,,,,,,,,,,
05-05-2025,12,11:15 - 11:30,5642.00,33534.40,4291.40,4291.40,1643.17,,,,,,,,,,,,,,,,,,
05-05-2025,12,11:30 - 11:45,5687.50,33113.70,4337.40,4337.40,1643.93,,,,,,,,,,,,,,,,,,
05-05-2025,12,11:45 - 12:00,5704.40,32847.40,4354.50,4354.50,1674.32,,,,,,,,,,,,,,,,,,
05-05-2025,13,12:00 - 12:15,5705.20,32119.00,4354.90,4354.90,1676.03,,,,,,,,,,,,,,,,,,
05-05-2025,13,12:15 - 12:30,5705.10,31700.50,4354.40,4354.40,1676.48,,,,,,,,,,,,,,,,,,
05-05-2025,13,12:30 - 12:45,5682.10,31287.60,4330.90,4330.90,1676.38,,,,,,,,,,,,,,,,,,
05-05-2025,13,12:45 - 13:00,5686.70,31130.20,4335.20,4335.20,1676.42,,,,,,,,,,,,,,,,,,
05-05-2025,14,13:00 - 13:15,5632.00,31323.50,4079.80,4079.80,1674.52,,,,,,,,,,,,,,,,,,
05-05-2025,14,13:15 - 13:30,5630.80,31365.60,4078.80,4078.80,1674.06,,,,,,,,,,,,,,,,,,
05-05-2025,14,13:30 - 13:45,5789.70,30956.90,4237.80,4237.80,1674.85,,,,,,,,,,,,,,,,,,
05-05-2025,14,13:45 - 14:00,5941.90,30186.30,4389.50,4389.50,1676.31,,,,,,,,,,,,,,,,,,
05-05-2025,15,14:00 - 14:15,6113.30,27975.00,4645.70,4645.70,1999.09,,,,,,,,,,,,,,,,,,
05-05-2025,15,14:15 - 14:30,6262.30,27149.80,4846.10,4846.10,1999.47,,,,,,,,,,,,,,,,,,
05-05-2025,15,14:30 - 14:45,6353.10,26278.00,4989.10,4989.10,1999.99,,,,,,,,,,,,,,,,,,
05-05-2025,15,14:45 - 15:00,6327.30,25433.50,4689.80,4689.80,2000.37,,,,,,,,,,,,,,,,,,
05-05-2025,16,15:00 - 15:15,6524.30,20636.50,5164.30,5164.30,2396.82,,,,,,,,,,,,,,,,,,
05-05-2025,16,15:15 - 15:30,6637.50,20156.60,4954.60,4954.60,2400.45,,,,,,,,,,,,,,,,,,
05-05-2025,16,15:30 - 15:45,6916.10,19114.70,4411.80,4411.80,2800.65,,,,,,,,,,,,,,,,,,
05-05-2025,16,15:45 - 16:00,7021.20,18549.80,4444.60,4444.60,2849.01,,,,,,,,,,,,,,,,,,
05-05-2025,17,16:00 - 16:15,7505.70,16456.20,4741.60,4741.60,2902.83,,,,,,,,,,,,,,,,,,
05-05-2025,17,16:15 - 16:30,8027.60,14270.30,4636.11,4636.11,3150.46,,,,,,,,,,,,,,,,,,
05-05-2025,17,16:30 - 16:45,8401.80,13775.10,4534.00,4534.00,3200.98,,,,,,,,,,,,,,,,,,
05-05-2025,17,16:45 - 17:00,8442.60,13175.50,4422.51,4422.51,3200.42,,,,,,,,,,,,,,,,,,
05-05-2025,18,17:00 - 17:15,8487.80,12286.80,4451.18,4451.18,3300.83,,,,,,,,,,,,,,,,,,
05-05-2025,18,17:15 - 17:30,8730.80,11758.20,4495.60,4495.60,3422.12,,,,,,,,,,,,,,,,,,
05-05-2025,18,17:30 - 17:45,9003.30,10912.30,4518.30,4518.30,3422.76,,,,,,,,,,,,,,,,,,
05-05-2025,18,17:45 - 18:00,8796.40,9411.00,4253.40,4253.40,3499.89,,,,,,,,,,,,,,,,,,
05-05-2025,19,18:00 - 18:15,8626.90,9592.10,4441.60,4441.60,3549.61,,,,,,,,,,,,,,,,,,
05-05-2025,19,18:15 - 18:30,8505.90,8748.00,4273.60,4273.60,3692.66,,,,,,,,,,,,,,,,,,
05-05-2025,19,18:30 - 18:45,9088.10,7590.00,4203.30,4203.30,3930.04,,,,,,,,,,,,,,,,,,
05-05-2025,19,18:45 - 19:00,9213.20,6804.80,4225.50,4225.50,3840.67,,,,,,,,,,,,,,,,,,
05-05-2025,20,19:00 - 19:15,10101.30,5049.50,4234.30,4234.30,4582.85,,,,,,,,,,,,,,,,,,
05-05-2025,20,19:15 - 19:30,10521.30,4491.50,3808.69,3808.69,5200.94,,,,,,,,,,,,,,,,,,
05-05-2025,20,19:30 - 19:45,10895.80,4118.60,3566.30,3566.30,6700.53,,,,,,,,,,,,,,,,,,
05-05-2025,20,19:45 - 20:00,11231.30,4091.80,3869.50,3869.50,9909.57,,,,,,,,,,,,,,,,,,
05-05-2025,21,20:00 - 20:15,11301.90,3808.80,3697.00,3697.00,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,21,20:15 - 20:30,11221.20,3679.30,3567.50,3567.50,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,21,20:30 - 20:45,11407.80,3486.40,3374.60,3374.60,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,21,20:45 - 21:00,11587.80,3429.30,3317.50,3317.50,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,22,21:00 - 21:15,11959.50,3843.50,3743.50,3743.50,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,22,21:15 - 21:30,11669.80,3960.20,3860.20,3860.20,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,22,21:30 - 21:45,11466.60,3792.70,3692.69,3692.69,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,22,21:45 - 22:00,11933.50,3613.90,3513.90,3513.90,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,23,22:00 - 22:15,11726.50,2736.80,2636.80,2636.80,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,23,22:15 - 22:30,12102.60,2597.90,2597.90,2597.90,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,23,22:30 - 22:45,12578.10,2281.40,2281.40,2281.40,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,23,22:45 - 23:00,12485.50,2291.50,2291.50,2291.50,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,24,23:00 - 23:15,12237.70,2193.10,2193.10,2193.10,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,24,23:15 - 23:30,11742.00,2195.40,2195.40,2195.40,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,24,23:30 - 23:45,10976.20,2425.30,2425.30,2425.30,10000.00,,,,,,,,,,,,,,,,,,
05-05-2025,24,23:45 - 24:00,10325.00,2487.40,2487.39,2487.39,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,1,00:00 - 00:15,8455.00,4468.80,2889.30,2889.30,4500.72,,,,,,,,,,,,,,,,,,
06-05-2025,1,00:15 - 00:30,8340.10,4694.70,2939.50,2939.50,4500.42,,,,,,,,,,,,,,,,,,
06-05-2025,1,00:30 - 00:45,8156.40,5233.10,3106.50,3106.50,4433.91,,,,,,,,,,,,,,,,,,
06-05-2025,1,00:45 - 01:00,8116.20,5472.90,3036.90,3036.90,4428.85,,,,,,,,,,,,,,,,,,
06-05-2025,2,01:00 - 01:15,7963.60,5704.70,2949.00,2949.00,4409.79,,,,,,,,,,,,,,,,,,
06-05-2025,2,01:15 - 01:30,7889.00,6208.90,2901.80,2901.80,4379.40,,,,,,,,,,,,,,,,,,
06-05-2025,2,01:30 - 01:45,7706.80,6624.20,2850.30,2850.30,4249.60,,,,,,,,,,,,,,,,,,
06-05-2025,2,01:45 - 02:00,7686.90,6945.90,2890.80,2890.80,4179.68,,,,,,,,,,,,,,,,,,
06-05-2025,3,02:00 - 02:15,7490.00,7562.10,3065.60,3065.60,4169.90,,,,,,,,,,,,,,,,,,
06-05-2025,3,02:15 - 02:30,7440.30,7841.60,3052.20,3052.20,4159.86,,,,,,,,,,,,,,,,,,
06-05-2025,3,02:30 - 02:45,7390.70,8157.20,3029.30,3029.30,4159.25,,,,,,,,,,,,,,,,,,
06-05-2025,3,02:45 - 03:00,7346.70,8488.20,3096.50,3096.50,4029.70,,,,,,,,,,,,,,,,,,
06-05-2025,4,03:00 - 03:15,7202.60,8676.10,2965.30,2965.30,3930.91,,,,,,,,,,,,,,,,,,
06-05-2025,4,03:15 - 03:30,7120.50,9061.80,2907.80,2907.80,3930.12,,,,,,,,,,,,,,,,,,
06-05-2025,4,03:30 - 03:45,7077.40,9249.70,2900.20,2900.20,3877.25,,,,,,,,,,,,,,,,,,
06-05-2025,4,03:45 - 04:00,7000.90,9540.30,2913.10,2913.10,3692.91,,,,,,,,,,,,,,,,,,
06-05-2025,5,04:00 - 04:15,7222.20,9395.50,3108.39,3108.39,3700.18,,,,,,,,,,,,,,,,,,
06-05-2025,5,04:15 - 04:30,7206.00,9292.50,3055.70,3055.70,3845.75,,,,,,,,,,,,,,,,,,
06-05-2025,5,04:30 - 04:45,7219.00,9141.90,3046.60,3046.60,3845.80,,,,,,,,,,,,,,,,,,
06-05-2025,5,04:45 - 05:00,7286.10,9054.30,3065.35,3065.35,3800.45,,,,,,,,,,,,,,,,,,
06-05-2025,6,05:00 - 05:15,7392.90,10202.80,3528.90,3528.90,3230.86,,,,,,,,,,,,,,,,,,
06-05-2025,6,05:15 - 05:30,7894.30,9964.90,3612.90,3612.90,3692.15,,,,,,,,,,,,,,,,,,
06-05-2025,6,05:30 - 05:45,7926.40,9956.40,3595.10,3595.10,3639.04,,,,,,,,,,,,,,,,,,
06-05-2025,6,05:45 - 06:00,8017.50,10421.40,3941.00,3941.00,3499.38,,,,,,,,,,,,,,,,,,
06-05-2025,7,06:00 - 06:15,8460.30,10341.60,4728.10,4728.10,3649.36,,,,,,,,,,,,,,,,,,
06-05-2025,7,06:15 - 06:30,8410.50,11189.90,4944.30,4944.30,3502.66,,,,,,,,,,,,,,,,,,
06-05-2025,7,06:30 - 06:45,8186.40,12165.90,4882.50,4882.50,3451.65,,,,,,,,,,,,,,,,,,
06-05-2025,7,06:45 - 07:00,7200.40,12657.30,4187.71,4187.71,3300.80,,,,,,,,,,,,,,,,,,
06-05-2025,8,07:00 - 07:15,6772.30,13980.50,4016.60,4016.60,3135.48,,,,,,,,,,,,,,,,,,
06-05-2025,8,07:15 - 07:30,6449.70,15129.50,4157.80,4157.80,2902.86,,,,,,,,,,,,,,,,,,
06-05-2025,8,07:30 - 07:45,5984.10,16939.30,4463.30,4463.30,2750.02,,,,,,,,,,,,,,,,,,
06-05-2025,8,07:45 - 08:00,5623.40,18425.00,4426.40,4426.40,2395.46,,,,,,,,,,,,,,,,,,
06-05-2025,9,08:00 - 08:15,5381.70,20908.30,4119.60,4119.60,2249.11,,,,,,,,,,,,,,,,,,
06-05-2025,9,08:15 - 08:30,5428.70,21926.60,4168.20,4168.20,2249.27,,,,,,,,,,,,,,,,,,
06-05-2025,9,08:30 - 08:45,5396.60,23127.00,4188.80,4188.80,2012.59,,,,,,,,,,,,,,,,,,
06-05-2025,9,08:45 - 09:00,5286.60,23786.10,4304.30,4304.30,2000.37,,,,,,,,,,,,,,,,,,
06-05-2025,10,09:00 - 09:15,5799.10,24239.10,4434.00,4434.00,2000.86,,,,,,,,,,,,,,,,,,
06-05-2025,10,09:15 - 09:30,6147.70,24090.40,4578.60,4578.60,2240.37,,,,,,,,,,,,,,,,,,
06-05-2025,10,09:30 - 09:45,6160.20,24466.50,4570.40,4570.40,2012.65,,,,,,,,,,,,,,,,,,
06-05-2025,10,09:45 - 10:00,6258.60,24884.00,4608.62,4608.62,2099.97,,,,,,,,,,,,,,,,,,
06-05-2025,11,10:00 - 10:15,5882.40,27275.80,4463.38,4463.38,2000.14,,,,,,,,,,,,,,,,,,
06-05-2025,11,10:15 - 10:30,5998.10,28688.20,4543.61,4543.61,2000.18,,,,,,,,,,,,,,,,,,
06-05-2025,11,10:30 - 10:45,5812.80,29310.00,4539.20,4539.20,1999.97,,,,,,,,,,,,,,,,,,
06-05-2025,11,10:45 - 11:00,5750.50,29752.00,4477.00,4477.00,1999.89,,,,,,,,,,,,,,,,,,
06-05-2025,12,11:00 - 11:15,5833.20,31033.50,4560.30,4560.30,1999.35,,,,,,,,,,,,,,,,,,
06-05-2025,12,11:15 - 11:30,5726.40,32190.40,4453.60,4453.60,1889.90,,,,,,,,,,,,,,,,,,
06-05-2025,12,11:30 - 11:45,5745.40,31496.50,4472.50,4472.50,1966.25,,,,,,,,,,,,,,,,,,
06-05-2025,12,11:45 - 12:00,5780.80,31337.40,4507.90,4507.90,1966.70,,,,,,,,,,,,,,,,,,
06-05-2025,13,12:00 - 12:15,5832.40,31205.30,4549.10,4549.10,1980.85,,,,,,,,,,,,,,,,,,
06-05-2025,13,12:15 - 12:30,5841.00,30660.20,4557.40,4557.40,1995.01,,,,,,,,,,,,,,,,,,
06-05-2025,13,12:30 - 12:45,5902.90,30344.40,4619.40,4619.40,1999.02,,,,,,,,,,,,,,,,,,
06-05-2025,13,12:45 - 13:00,5905.70,30116.00,4622.50,4622.50,1999.09,,,,,,,,,,,,,,,,,,
06-05-2025,14,13:00 - 13:15,5916.80,30243.30,4431.70,4431.70,1995.82,,,,,,,,,,,,,,,,,,
06-05-2025,14,13:15 - 13:30,5965.20,30253.60,4479.60,4479.60,1999.04,,,,,,,,,,,,,,,,,,
06-05-2025,14,13:30 - 13:45,6166.40,29576.70,4679.80,4679.80,1999.29,,,,,,,,,,,,,,,,,,
06-05-2025,14,13:45 - 14:00,6208.50,28715.70,4722.40,4722.40,1999.42,,,,,,,,,,,,,,,,,,
06-05-2025,15,14:00 - 14:15,6388.90,26281.60,4145.70,4145.70,2395.47,,,,,,,,,,,,,,,,,,
06-05-2025,15,14:15 - 14:30,6674.60,25759.00,4484.10,4484.10,2395.95,,,,,,,,,,,,,,,,,,
06-05-2025,15,14:30 - 14:45,6675.60,25249.00,4536.90,4536.90,2395.90,,,,,,,,,,,,,,,,,,
06-05-2025,15,14:45 - 15:00,6849.40,24860.90,4720.80,4720.80,2500.28,,,,,,,,,,,,,,,,,,
06-05-2025,16,15:00 - 15:15,7183.60,19804.00,4876.50,4876.50,2800.40,,,,,,,,,,,,,,,,,,
06-05-2025,16,15:15 - 15:30,7285.00,19115.90,4843.90,4843.90,2849.72,,,,,,,,,,,,,,,,,,
06-05-2025,16,15:30 - 15:45,7493.20,18513.60,4917.70,4917.70,2902.58,,,,,,,,,,,,,,,,,,
06-05-2025,16,15:45 - 16:00,7540.70,18421.80,4964.00,4964.00,2902.25,,,,,,,,,,,,,,,,,,
06-05-2025,17,16:00 - 16:15,7911.00,17142.00,5210.70,5210.70,2902.25,,,,,,,,,,,,,,,,,,
06-05-2025,17,16:15 - 16:30,8334.10,15295.20,5373.97,5373.97,3000.14,,,,,,,,,,,,,,,,,,
06-05-2025,17,16:30 - 16:45,8501.20,14108.20,4847.80,4847.80,3200.09,,,,,,,,,,,,,,,,,,
06-05-2025,17,16:45 - 17:00,8574.40,13237.90,4688.30,4688.30,3422.17,,,,,,,,,,,,,,,,,,
06-05-2025,18,17:00 - 17:15,8747.70,12078.60,4870.00,4870.00,3451.34,,,,,,,,,,,,,,,,,,
06-05-2025,18,17:15 - 17:30,9165.30,11235.20,4804.80,4804.80,3599.10,,,,,,,,,,,,,,,,,,
06-05-2025,18,17:30 - 17:45,9638.20,10003.70,5092.50,5092.50,3877.86,,,,,,,,,,,,,,,,,,
06-05-2025,18,17:45 - 18:00,9995.60,9294.70,5059.40,5059.40,4040.04,,,,,,,,,,,,,,,,,,
06-05-2025,19,18:00 - 18:15,9550.40,9710.40,5297.60,5297.60,4000.19,,,,,,,,,,,,,,,,,,
06-05-2025,19,18:15 - 18:30,10094.80,9055.60,5524.80,5524.80,4225.98,,,,,,,,,,,,,,,,,,
06-05-2025,19,18:30 - 18:45,10377.70,8239.00,5433.90,5433.90,4400.27,,,,,,,,,,,,,,,,,,
06-05-2025,19,18:45 - 19:00,10660.90,7329.30,5328.60,5328.60,4582.76,,,,,,,,,,,,,,,,,,
06-05-2025,20,19:00 - 19:15,11054.90,5123.40,4563.34,4563.34,6700.77,,,,,,,,,,,,,,,,,,
06-05-2025,20,19:15 - 19:30,11441.60,4215.40,4199.39,4199.39,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,20,19:30 - 19:45,11363.90,3981.00,3965.00,3965.00,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,20,19:45 - 20:00,10985.60,4219.60,3989.80,3989.80,9799.02,,,,,,,,,,,,,,,,,,
06-05-2025,21,20:00 - 20:15,13075.00,4101.00,4101.00,4101.00,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,21,20:15 - 20:30,12746.90,4104.20,4104.20,4104.20,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,21,20:30 - 20:45,12884.70,3876.60,3876.60,3876.60,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,21,20:45 - 21:00,12833.60,3729.30,3729.30,3729.30,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,22,21:00 - 21:15,12670.00,4188.70,4188.70,4188.70,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,22,21:15 - 21:30,12499.40,4265.80,4265.79,4265.79,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,22,21:30 - 21:45,12590.40,4179.70,4179.70,4179.70,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,22,21:45 - 22:00,12675.90,3961.80,3961.80,3961.80,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,23,22:00 - 22:15,12431.10,3161.50,3161.49,3161.49,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,23,22:15 - 22:30,12779.70,3164.20,3164.19,3164.19,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,23,22:30 - 22:45,13259.50,3331.00,3331.00,3331.00,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,23,22:45 - 23:00,13274.80,3153.00,3152.99,3152.99,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,24,23:00 - 23:15,13106.20,3360.90,3360.90,3360.90,10000.00,,,,,,,,,,,,,,,,,,
06-05-2025,24,23:15 - 23:30,12831.50,3365.30,3365.29,3365.29,10000.00,,,,,,,,,,,,,,,,,,
